代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,1e+07
最後資金,9732406.241000000387430
真實報酬,-267593.758999999612570

預期報酬,-3673.772246162446208
風險,118158.925234384441865
Gbest,-0.03109178793624785275
找到最佳解世代,3812
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1402(6),2308(13),3008(42),
Stock#,1402(6),2308(13),3008(42),
張數,128,20,0,
分配資金,3333333,3333333,3333333,
FS(64),3066672.968000000342727,3314040.869999999180436,3333333.000000000000000,9714047.837999999523163,
FS(65),3029717.224000000394881,3314040.869999999180436,3333333.000000000000000,9677092.094000000506639,
FS(66),2980018.120000000111759,3314040.869999999180436,3333333.000000000000000,9627392.989999998360872,
FS(67),2992761.479999999981374,3343111.659999999683350,3333333.000000000000000,9669207.140000000596046,
FS(68),3029717.224000000394881,3314040.869999999180436,3333333.000000000000000,9677092.094000000506639,
FS(69),2992761.479999999981374,3294726.714999999385327,3333333.000000000000000,9620822.195000000298023,
FS(70),3090885.351999999955297,3294726.714999999385327,3333333.000000000000000,9718946.066999999806285,
FS(71),3010602.184000000357628,3256098.404999999795109,3333333.000000000000000,9600034.588999999687076,
FS(72),2962177.416000000201166,3256098.404999999795109,3333333.000000000000000,9551609.821000000461936,
FS(73),2968549.096000000368804,3236983.364999999757856,3333333.000000000000000,9538866.460999999195337,
FS(74),2949434.056000000331551,3256098.404999999795109,3333333.000000000000000,9538866.460999999195337,
FS(75),2992761.479999999981374,3256098.404999999795109,3333333.000000000000000,9582193.884999999776483,
FS(76),2992761.479999999981374,3246540.884999999776483,3333333.000000000000000,9572636.365000000223517,
FS(77),3005504.840000000316650,3265855.039999999571592,3333333.000000000000000,9604693.879999998956919,
FS(78),3016973.864000000059605,3265855.039999999571592,3333333.000000000000000,9616162.903999999165535,
FS(79),3016973.864000000059605,3236983.364999999757856,3333333.000000000000000,9587291.229000000283122,
FS(80),3005504.840000000316650,3256098.404999999795109,3333333.000000000000000,9594937.245000001043081,
FS(81),3029717.224000000394881,3294726.714999999385327,3333333.000000000000000,9657777.938999999314547,
FS(82),3029717.224000000394881,3294726.714999999385327,3333333.000000000000000,9657777.938999999314547,
FS(83),3036088.904000000096858,3304483.349999999627471,3333333.000000000000000,9673906.254000000655651,
FS(84),3042460.584000000264496,3236983.364999999757856,3333333.000000000000000,9612777.949000000953674,
FS(85),3029717.224000000394881,3265855.039999999571592,3333333.000000000000000,9628906.264000000432134,
FS(86),3023345.544000000227243,3246540.884999999776483,3333333.000000000000000,9603220.428999999538064,
FS(87),3005504.840000000316650,3227226.729999999981374,3333333.000000000000000,9566065.570000000298023,
FS(88),2973646.440000000409782,3217669.209999999962747,3333333.000000000000000,9524649.650000000372529,
FS(89),2992761.479999999981374,3207912.574999999720603,3333333.000000000000000,9534008.054999999701977,
FS(90),2986389.800000000279397,3198355.055000000167638,3333333.000000000000000,9518078.855000000447035,
FS(91),2955805.736000000033528,3198355.055000000167638,3333333.000000000000000,9487494.791000001132488,
FS(92),2943062.376000000163913,3188598.419999999925494,3333333.000000000000000,9464994.796000000089407,
FS(93),2968549.096000000368804,3198355.055000000167638,3333333.000000000000000,9500238.151000000536442,
FS(94),2968549.096000000368804,3227226.729999999981374,3333333.000000000000000,9529109.826000001281500,
FS(95),2936690.695999999996275,3227226.729999999981374,3333333.000000000000000,9497251.425999999046326,
FS(96),2973646.440000000409782,3304483.349999999627471,3333333.000000000000000,9611463.789999999105930,
FS(97),2973646.440000000409782,3294726.714999999385327,3333333.000000000000000,9601707.154999999329448,
FS(98),3016973.864000000059605,3314040.869999999180436,3333333.000000000000000,9664348.733999999240041,
FS(99),3023345.544000000227243,3275412.559999999590218,3333333.000000000000000,9632092.104000000283122,
FS(100),3053929.608000000007451,3246540.884999999776483,3333333.000000000000000,9633804.493000000715256,
FS(101),3060301.288000000175089,3256098.404999999795109,3333333.000000000000000,9649733.692999999970198,
FS(102),3060301.288000000175089,3246540.884999999776483,3333333.000000000000000,9640176.173000000417233,
FS(103),3103628.712000000290573,3276408.134999999776483,3333333.000000000000000,9713370.846999999135733,
FS(104),3073044.648000000044703,3246540.884999999776483,3333333.000000000000000,9652919.532999999821186,
FS(105),3110000.391999999992549,3256496.634999999776483,3333333.000000000000000,9699831.026999998837709,
FS(106),3097257.032000000122935,3236585.134999999776483,3333333.000000000000000,9667176.166999999433756,
FS(107),3066672.968000000342727,3216673.634999999776483,3333333.000000000000000,9616680.603000000119209,
FS(108),3066672.968000000342727,3216673.634999999776483,3333333.000000000000000,9616680.603000000119209,
FS(109),3073044.648000000044703,3266452.384999999776483,3333333.000000000000000,9672831.032999999821186,
FS(110),3079416.328000000212342,3236585.134999999776483,3333333.000000000000000,9649335.462999999523163,
FS(111),3110000.391999999992549,3266452.384999999776483,3333333.000000000000000,9709786.776999998837709,
FS(112),3090885.351999999955297,3276408.134999999776483,3333333.000000000000000,9700627.486999999731779,
FS(113),3116372.072000000160187,3296319.634999999776483,3333333.000000000000000,9746025.707000000402331,
FS(114),3122743.752000000327826,3276408.134999999776483,3333333.000000000000000,9732485.887000000104308,
FS(115),3146956.136000000406057,3286363.884999999776483,3333333.000000000000000,9766654.020999999716878,
FS(116),3140584.456000000238419,3306275.384999999776483,3333333.000000000000000,9780193.841000000014901,
FS(117),3134212.776000000070781,3276408.134999999776483,3333333.000000000000000,9743954.911000000312924,
FS(118),3146956.136000000406057,3246540.884999999776483,3333333.000000000000000,9726831.020999999716878,
FS(119),3127841.096000000368804,3246540.884999999776483,3333333.000000000000000,9707715.981000000610948,
FS(120),3115097.736000000033528,3256496.634999999776483,3333333.000000000000000,9704928.370999999344349,
FS(121),3185186.216000000014901,3286363.884999999776483,3333333.000000000000000,9804884.100999999791384,
FS(122),3172442.856000000145286,3256496.634999999776483,3333333.000000000000000,9762273.491000000387430,
FS(123),3172442.856000000145286,3226629.384999999776483,3333333.000000000000000,9732406.241000000387430,
